"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","Bill_pca1","Bill_pca2","sumpay","default.payment.next.month","age_new"
"5445",140000,1,2,1,0,6500,0,6497,6536,6760,5.569826,-0.5796387,11,1,"3"
"5446",50000,1,2,1,1577,1300,777,647,658,811,-1.005153,-0.1284507,0,0,"2"
"5447",20000,2,3,1,900,1200,1000,100,0,0,-1.203136,0.1575075,3,0,"2"
"5448",240000,2,1,1,1000,194043,6530,7000,7000,10000,3.624662,-2.920997,-1,0,"1"
"5449",50000,1,1,2,2280,1500,323,335,337,500,-0.8606116,0.4808742,0,0,"3"
"5450",380000,1,1,1,150039,30031,27403,15168,35235,25078,11.95486,-1.337995,0,0,"3"
"5451",30000,1,2,2,1473,390,390,390,1320,0,-1.623917,-0.03641458,-6,0,"3"
"5452",50000,2,2,1,1800,900,0,1310,1000,1000,-0.7089887,-0.1302017,7,0,"2"
"5453",160000,2,2,1,2242,6745,2500,2689,0,0,-1.558515,-0.02510419,-6,1,"2"
"5454",50000,1,2,3,2009,2500,1000,1500,28939,1200,-0.3323319,0.2253516,-1,0,"3"
"5455",80000,2,3,2,2000,5200,1700,0,5500,0,-0.1516609,-0.2668318,6,0,"2"
"5456",70000,2,2,2,3000,2200,0,3000,10000,10000,1.003376,-0.17859,7,1,"1"
"5457",2e+05,1,1,2,8000,8000,5000,5000,5000,5000,4.357078,0.589398,0,0,"1"
"5458",1e+05,2,3,1,0,0,0,1603,3875,55,0.7628236,1.309946,11,1,"1"
"5459",180000,1,2,2,0,2100,200,0,0,0,-1.195622,0.2613156,2,1,"2"
"5460",360000,1,3,1,68536,47427,48846,193712,80601,11166,1.514414,-1.372433,-6,0,"3"
"5461",230000,1,1,2,0,667,0,700,10200,5200,-1.577644,-0.128339,-3,0,"2"
"5462",190000,2,2,1,7496,9144,5972,5858,6174,6047,5.360067,0.2244873,0,0,"3"
"5463",260000,1,1,2,5940,6000,4500,4500,4546,4510,3.014138,-0.3753127,0,0,"2"
"5464",30000,2,2,2,1500,0,1000,1500,1000,800,-1.412417,-0.1094802,3,0,"1"
"5465",150000,2,3,2,0,0,900,0,583,2000,-1.648615,-0.05241116,-6,0,"1"
"5466",80000,2,2,2,7400,0,0,0,0,0,-1.631021,0.01407687,-7,0,"2"
"5467",80000,1,2,1,11,3500,0,1033,1502,2002,-0.09337863,0.4581049,8,1,"2"
"5468",180000,2,3,1,0,0,0,0,0,0,-1.651699,-0.03466408,-12,0,"2"
"5469",350000,2,1,2,0,0,0,0,0,940,-1.658735,-0.04421394,-12,0,"2"
"5470",2e+05,2,3,1,1100,0,740,890,740,740,-1.625149,-0.04208009,-3,0,"1"
"5471",140000,1,2,2,50000,3000,4000,5000,4000,2000,0.4793469,-0.4126863,0,0,"1"
"5472",20000,1,1,2,1200,1500,0,0,0,1632,-1.616181,-0.000261565,-6,1,"1"
"5473",20000,2,3,3,2400,0,0,1744,0,600,-0.9049551,-0.1109347,12,1,"3"
"5474",220000,1,1,2,1294,2000,2000,30000,3000,2000,-0.1261196,-0.4127357,0,0,"2"
"5475",290000,2,1,2,7594,0,12000,0,6818,5182,4.786325,-0.3983617,9,1,"2"
"5476",80000,2,3,1,1513,1527,1156,1200,1445,3700,-0.4380479,-0.1854214,0,0,"2"
"5477",16000,2,2,1,0,1089,196,365,1500,0,-1.44985,-0.08877828,4,0,"3"
"5478",1e+05,2,2,1,3261,3307,2581,2502,2525,2600,1.634286,-0.3794926,0,0,"2"
"5479",390000,2,2,1,8315,6839,3000,2348,2401,2355,3.300937,1.898619,0,0,"2"
"5480",550000,2,1,2,3023,5070,3017,7148,2037,14243,-0.04570641,0.5808416,0,0,"2"
"5481",80000,2,2,2,3126,3391,3000,2000,1974,2043,0.8878321,0.07983888,0,0,"2"
"5482",150000,2,2,1,53444,20144,14182,16819,78287,15679,-0.1202496,-0.4133661,-2,0,"2"
"5483",20000,2,2,1,1006,780,0,0,0,0,-1.600321,0.02755538,-6,0,"1"
"5484",20000,2,2,2,1685,0,0,0,0,0,-1.53665,0.1206057,-8,0,"1"
"5485",1e+05,2,3,2,11386,1665,1894,3689,870,1755,-1.525766,0.008909723,-9,0,"1"
"5486",30000,1,3,2,0,0,0,1000,150,0,-1.634455,-0.05932911,13,1,"1"
"5487",80000,2,3,1,2079,1200,0,816,365,5000,-0.5654559,0.1100579,0,0,"3"
"5488",30000,1,1,2,0,3000,1000,1300,0,1000,-0.6423627,-0.1117734,12,1,"2"
"5489",140000,1,3,2,390,390,1434,1309,540,540,-1.629369,-0.05680896,-6,0,"1"
"5490",2e+05,1,2,2,8300,10000,6000,6000,6000,4500,4.443144,0.04775103,0,0,"2"
"5491",290000,1,1,2,9006,8507,10902,8600,8671,8210,7.600489,-0.5156481,0,0,"2"
"5492",50000,1,2,2,1052,1270,0,0,390,0,-0.8357569,0.981427,-2,0,"1"
"5493",260000,2,1,2,0,355,2835,335,335,335,-1.62692,-0.06648362,-7,0,"1"
"5494",60000,1,2,1,1400,1500,1295,3655,330,507,-0.9743662,0.01761816,0,0,"1"
"5495",280000,1,1,1,237000,150000,10000,150000,10572,7313,8.427643,-0.01331559,0,0,"2"
"5496",1e+05,2,1,2,2355,0,500,2000,0,1000,-1.399143,0.02473253,4,0,"2"
"5497",290000,2,3,1,10000,25000,16635,15000,47143,2088,3.474662,3.852302,-4,0,"3"
"5498",50000,1,3,1,2000,2500,0,2000,2000,2000,-1.127682,-0.1527581,2,0,"3"
"5499",150000,1,1,2,6600,16200,5200,5110,0,5300,3.780242,-0.6160448,6,0,"4"
"5500",390000,2,1,1,2000,97472,4000,20000,31667,6539,1.969414,-1.776466,-12,0,"2"
"5501",180000,2,2,1,10000,8000,7000,6000,7000,10000,4.722432,-0.543917,0,0,"2"
"5502",290000,2,2,1,166,2462,150,1833,0,500,-1.63042,-0.05189814,-2,1,"3"
"5503",180000,1,2,2,1500,1500,1000,1000,3490,1000,-0.8283957,-0.09728335,0,0,"2"
"5504",80000,2,1,2,4374,15037,4233,6092,0,13391,-1.389518,0.06898006,-3,0,"2"
"5505",450000,2,1,1,0,6281,3446,6157,0,14380,-1.147962,0.4714651,-6,0,"2"
"5506",20000,1,2,2,1700,1600,1200,1000,900,1000,-0.8983566,-0.08135658,0,0,"2"
"5507",80000,1,1,2,1800,1621,0,0,0,0,-1.102257,0.3435749,0,0,"1"
"5508",1e+05,2,2,2,5000,4300,3500,3500,4200,4500,1.887298,-0.4210685,0,0,"2"
"5509",70000,1,3,1,6852,2010,1500,1500,3500,2000,0.1820283,0.09366648,0,0,"2"
"5510",330000,1,3,1,7849,7919,6198,6525,6523,6122,5.877778,0.05454477,0,0,"3"
"5511",2e+05,1,1,2,2505,5268,996,2501,3896,5189,-1.552772,-0.05945858,-9,0,"1"
"5512",30000,1,1,2,1500,1500,4200,0,2252,0,-0.4791013,-0.09153054,4,0,"2"
"5513",2e+05,2,3,1,0,0,0,0,0,0,-1.597807,-0.01233833,8,1,"4"
"5514",80000,2,1,2,0,3885,0,0,0,860,-1.606516,0.003069625,-8,0,"1"
"5515",340000,2,1,2,7355,10012,8740,4776,0,6000,-1.056577,0.4618729,-1,0,"2"
"5516",20000,2,2,2,3000,3006,3506,3500,7011,7125,-1.058266,-0.05277095,0,1,"3"
"5517",130000,2,1,2,6000,6000,5000,2500,3000,3000,1.690452,0.625007,2,0,"1"
"5518",4e+05,1,1,2,10000,20009,20146,68,5109,5084,3.302583,-0.4844773,2,0,"2"
"5519",2e+05,2,2,1,1507,1427,1003,2000,2000,1060,-0.5703958,-0.09035246,0,0,"1"
"5520",80000,2,2,1,1000,1970,0,0,0,0,-1.600843,0.0176853,-6,0,"3"
"5521",50000,1,3,1,1328,1298,678,687,691,700,-0.8761564,-0.02559624,0,0,"2"
"5522",30000,2,1,2,1500,1668,1000,1000,944,762,-0.8137961,-0.1527386,0,0,"1"
"5523",70000,2,2,2,6000,1125,1300,3000,2500,1200,-0.5762175,-0.0339203,2,0,"1"
"5524",5e+05,1,1,2,5954,39373,4706,7259,35924,5750,-1.035258,-0.2628401,-6,0,"2"
"5525",80000,1,1,2,4924,1990,0,0,4350,0,-1.550957,0.00542659,-7,0,"1"
"5526",120000,1,2,1,3500,2347,5000,3000,2000,10000,0.3225245,0.7188163,0,0,"2"
"5527",390000,1,1,1,6000,5000,5000,4000,5000,8883,-0.4983317,-0.4121774,0,0,"2"
"5528",30000,1,3,1,2002,1025,1230,1042,0,0,-0.9282543,0.2849751,0,0,"3"
"5529",70000,2,1,2,64626,3000,0,946,1424,1000,-0.3959388,0.01278609,0,0,"1"
"5530",140000,1,3,2,10000,1000,0,1059,0,0,-0.2703983,1.478547,-2,0,"2"
"5531",30000,2,2,1,3164,1615,902,1374,767,849,-0.5581177,0.2104579,0,0,"1"
"5532",190000,2,2,2,0,2251,0,600,9289,6374,-1.573646,-0.1162817,-3,0,"1"
"5533",270000,1,1,2,8000,5000,5000,10000,5000,5000,3.025644,-0.3891668,2,0,"2"
"5534",290000,1,1,2,4166,3400,2588,1696,1113,1647,1.778532,1.435948,-12,1,"2"
"5535",50000,1,2,2,2500,0,0,0,0,0,-1.632731,-0.01264061,-6,1,"1"
"5536",2e+05,2,1,1,5003,5000,5000,2000,5000,3000,-0.5546064,-0.02835231,0,0,"2"
"5537",30000,2,2,2,1600,1000,1000,2000,0,1500,-1.337938,-0.1246123,4,0,"1"
"5538",150000,1,2,1,30151,40104,10013,5083,1819,4793,0.9703834,-0.4405019,0,0,"1"
"5539",30000,2,3,2,0,390,390,390,0,780,-1.634436,-0.02486323,-6,1,"3"
"5540",5e+05,1,1,1,90889,42398,19244,34750,21464,28557,-0.1592416,0.3977354,-7,0,"2"
"5541",20000,2,1,2,1300,2180,0,1818,1000,680,-0.9757423,-0.1123745,2,0,"1"
"5542",50000,1,3,1,0,1698,2000,3000,3000,5000,-0.7117692,-0.2057225,3,0,"1"
"5543",280000,1,2,2,6600,4700,5100,0,4200,3000,2.562213,-0.234704,10,0,"1"
"5544",80000,1,3,2,1248,416,416,416,416,416,-1.642675,-0.04587833,-4,0,"1"
"5545",2e+05,1,1,2,0,6331,129,630,500,0,-1.568689,-0.06249869,-4,0,"1"
"5546",30000,2,3,1,2000,2000,0,573,0,0,-0.7832989,0.1011586,0,0,"3"
"5547",30000,2,2,1,1748,1310,490,67,68,0,-1.045649,0.1985672,0,0,"1"
"5548",380000,2,2,1,2022,1823,1823,1823,1198,2068,-1.587558,-0.03625801,-6,0,"2"
"5549",260000,2,2,2,7000,5115,2000,746,5025,54836,1.30942,2.787661,-2,0,"1"
"5550",50000,1,2,2,1000,2000,900,900,1000,1000,-0.09679379,0.7105142,3,0,"1"
"5551",90000,1,3,1,3763,5150,1100,977,1202,3495,0.6867643,0.904472,0,0,"3"
"5552",20000,1,2,1,1570,0,800,650,800,1000,-1.021992,-0.1022486,5,0,"2"
"5553",10000,1,2,2,4475,2000,2000,2780,2000,0,-1.454071,-0.2056216,0,0,"1"
"5554",4e+05,2,2,1,0,1228,3405,961,0,0,-1.623315,-0.05844649,-5,0,"2"
"5555",3e+05,2,1,2,1925,1656,1756,1776,3414,109,-1.577987,-0.05998255,-9,0,"2"
"5556",150000,2,5,1,1321,3271,16741,0,3885,11970,-1.41269,-0.1962131,-5,0,"1"
"5557",50000,2,2,2,2000,1500,1690,1200,1200,992,-0.1506103,0.2234854,0,0,"2"
"5558",1e+05,2,2,2,0,3927,2700,2800,3000,3000,1.598902,0.2130744,4,1,"1"
"5559",150000,2,2,1,0,0,0,0,150,810,-1.657631,-0.04549508,-11,1,"2"
"5560",110000,1,2,2,4100,3680,2511,2350,2370,2610,1.574229,0.416692,0,0,"2"
"5561",1e+05,2,2,2,3004,47000,2540,3000,3000,3000,1.139595,0.1874462,0,0,"1"
"5562",50000,1,2,1,1300,1200,5000,1000,5000,8000,-1.053814,-0.08207269,0,1,"2"
"5563",80000,1,1,2,589,390,390,390,383,2390,-1.609947,0.0009590215,-5,0,"1"
"5564",210000,2,1,2,1837,141555,4272,20150,6000,9749,2.305173,-2.582686,-3,0,"1"
"5565",140000,2,3,1,4990,4975,4897,5029,4792,4987,3.563574,-0.406674,0,1,"3"
"5566",240000,2,1,1,3220,0,0,0,0,0,-1.590018,0.04489261,-8,0,"2"
"5567",110000,2,2,2,5000,2000,2000,2000,16468,3000,-0.1667309,0.005278352,0,0,"2"
"5568",1e+05,2,3,2,894,0,0,1639,923,0,-1.62212,-0.03916685,-12,0,"3"
"5569",50000,1,2,1,1700,1600,1200,1000,1000,1200,-0.9362773,-0.1086409,0,0,"1"
"5570",90000,2,2,1,2926,3571,2381,2083,2100,1976,0.9599915,0.1109601,0,0,"2"
"5571",150000,1,1,2,7000,2500,1000,0,0,0,-0.8853408,0.3419536,-2,0,"2"
"5572",1e+05,2,2,1,1600,1200,1200,0,2500,1300,-0.4651749,-0.1627225,12,1,"1"
"5573",140000,2,2,1,5200,5100,5000,5200,5100,5200,3.753797,-0.4370132,0,0,"4"
"5574",230000,2,1,2,7000,6000,4500,4000,5000,4500,3.564748,0.4472397,0,0,"2"
"5575",20000,2,2,2,1293,1397,836,1653,565,206,-0.7936301,-0.1855389,0,1,"1"
"5576",230000,2,3,2,10000,30000,50000,4691,50000,4000,1.316054,-2.033715,0,0,"2"
"5577",150000,1,2,2,0,0,0,0,0,0,-1.638334,-0.01631484,-12,1,"1"
"5578",20000,1,2,2,1300,1305,500,13500,1000,1500,-1.242859,-0.1730138,0,0,"1"
"5579",120000,2,3,1,1500,2000,1000,1500,1500,1500,-0.5605088,-0.1455048,0,0,"2"
"5580",30000,2,3,1,2000,0,3509,0,1128,0,-0.6333241,-0.1616468,12,1,"3"
"5581",220000,1,1,1,0,2421,1964,2000,2000,1600,0.4136349,-0.06982804,3,0,"2"
"5582",250000,1,1,1,10957,4614,28796,4418,10676,0,-1.217583,-0.1183854,-6,0,"2"
"5583",80000,1,2,1,5000,0,0,0,0,0,-1.500128,0.1479564,-6,0,"2"
"5584",60000,1,1,2,4400,304,1100,1216,1300,589,-0.01146594,0.3449146,2,0,"1"
"5585",130000,2,2,1,0,306,3670,1473,5555,1473,-1.583825,-0.1143611,-5,0,"2"
"5586",4e+05,1,3,1,6100,26621,6600,406,316,316,1.011974,1.896129,-2,0,"2"
"5587",150000,2,2,2,3900,5450,4000,4227,4321,5000,2.512863,-0.4900407,0,0,"1"
"5588",230000,2,3,1,316,2310,316,316,316,316,-1.6344,-0.04081196,-12,1,"3"
"5589",70000,2,3,2,10004,3012,1000,1000,1518,20911,-0.2007289,0.9362085,0,0,"1"
"5590",50000,2,2,1,2039,1400,1612,0,0,0,-0.6474652,0.3592569,0,0,"2"
"5591",90000,2,1,1,2132,0,1066,1752,569,2132,-1.620746,-0.04844567,-6,0,"2"
"5592",30000,2,3,2,3330,0,1148,1195,910,1000,-0.5573514,-0.1150819,2,0,"3"
"5593",30000,1,2,1,1800,1100,1200,1000,0,2200,-0.599015,-0.1454602,13,0,"3"
"5594",250000,2,1,2,712,0,0,0,0,0,-1.647485,-0.03001268,-12,0,"1"
"5595",30000,2,2,2,605,0,0,0,359,0,-1.652643,-0.04335377,-6,0,"1"
"5596",150000,2,2,1,0,0,0,0,0,0,-1.653453,-0.03707218,-12,0,"1"
"5597",4e+05,2,1,2,10846,53383,16044,0,39727,0,-0.5843264,-0.2051103,-4,0,"3"
"5598",30000,2,2,1,2000,2000,5000,25242,0,5000,-1.006815,0.06283346,-2,1,"3"
"5599",270000,2,1,2,2340,0,1250,1000,178,1772,-1.602295,-0.02704918,-5,0,"3"
"5600",360000,1,3,1,0,0,0,0,860,0,-1.651065,-0.04920153,-9,0,"2"
"5601",80000,2,2,1,2500,2404,3000,2800,7700,0,1.487331,0.2180948,2,1,"1"
"5602",70000,2,2,2,1600,1500,1000,2000,0,1000,-1.017459,-0.1481989,2,0,"2"
"5603",50000,2,1,2,4000,2000,3000,3000,3000,3000,-0.8931874,0.1151569,0,0,"1"
"5604",220000,2,2,2,6000,7000,6000,6000,10000,10000,4.084564,-0.6096879,0,0,"2"
"5605",70000,1,2,2,2800,5000,0,2300,4950,2700,0.665293,-0.3035268,2,1,"1"
"5606",340000,2,1,1,9125,11750,9325,9665,10274,9832,8.261394,-1.04595,0,0,"2"
"5607",20000,2,3,1,0,1170,0,390,0,780,-1.646372,-0.04368889,-5,0,"2"
"5608",3e+05,2,2,2,6000,4500,3500,3000,3000,7500,2.270435,0.5064642,0,0,"2"
"5609",180000,2,1,2,0,432,0,0,0,0,-1.656014,-0.04328997,-12,0,"1"
"5610",60000,1,2,2,0,0,0,0,17000,13000,-1.54577,-0.1870981,-8,0,"2"
"5611",160000,2,2,2,7500,5800,5700,0,18100,0,4.493738,-0.5396214,12,1,"1"
"5612",50000,1,2,2,2064,2005,1367,1700,0,0,-0.1055831,0.2585139,0,0,"2"
"5613",1e+05,2,1,1,710,1824,1968,0,640,0,-1.616341,-0.03535281,-6,0,"2"
"5614",60000,2,3,1,430,430,717,430,4171,2914,-1.600453,-0.05872291,-9,0,"3"
"5615",30000,1,2,2,2000,2000,1502,1112,1100,2000,-0.5427162,-0.1679225,0,0,"1"
"5616",5e+05,2,2,2,17311,81938,40060,30000,20000,10000,0.06856938,-0.6877012,-7,0,"2"
"5617",20000,2,2,1,1347,1268,1000,1000,1000,1000,-0.8150711,-0.246209,0,0,"2"
"5618",50000,2,2,2,5582,836,836,836,3300,1476,-1.383971,0.2335454,-4,0,"1"
"5619",180000,2,2,1,8155,8199,4960,5404,4686,4563,4.114364,0.3022298,0,0,"2"
"5620",90000,2,2,2,2000,2000,1000,1000,2000,2000,-1.061364,-0.09556474,0,0,"1"
"5621",150000,2,2,1,2000,2000,1500,1700,1700,1668,-0.0989733,-0.2254577,0,0,"2"
"5622",30000,1,2,1,1643,1420,913,700,0,0,-0.9514263,0.3560149,-2,0,"2"
"5623",130000,1,3,2,1000,2522,0,390,390,390,-1.484085,0.1312817,-3,0,"2"
"5624",80000,2,3,1,0,0,0,0,0,0,-1.658659,-0.04421953,-12,0,"2"
"5625",210000,2,2,1,8546,7542,11538,3735,4129,2821,3.925915,1.355343,0,0,"2"
"5626",530000,2,1,2,17045,14089,11962,11763,12557,12496,12.58445,0.08627439,0,0,"2"
"5627",360000,1,2,1,0,0,0,0,0,626,-1.578098,-0.01063765,6,1,"3"
"5628",140000,2,2,2,8144,6812,5036,3000,15000,10000,2.187672,0.5749509,0,0,"2"
"5629",20000,2,2,1,1451,1141,512,533,1000,600,-0.9737441,-0.06762544,2,0,"1"
"5630",2e+05,2,1,1,316,316,316,316,316,316,-1.646609,-0.04510254,-6,0,"2"
"5631",40000,2,2,2,1967,3300,0,1400,3100,0,-0.1528289,-0.1470255,2,1,"1"
"5632",2e+05,1,3,2,4119,5000,3037,3025,3035,3000,-0.2956005,0.4857884,0,0,"1"
"5633",90000,1,5,2,3580,13000,7000,6000,7000,8200,2.128482,-0.2928423,0,0,"2"
"5634",410000,1,2,1,13000,10515,9884,11000,11425,11700,9.065614,-0.862175,0,0,"2"
"5635",170000,2,3,2,5000,20000,8000,10000,5000,4000,1.652677,-0.7024621,0,0,"2"
"5636",230000,2,1,1,5000,5000,3000,4000,5000,5000,1.394878,0.05661988,0,0,"2"
"5637",210000,2,2,2,1024,1520,0,586,1466,427,-1.613906,-0.04162931,-5,0,"2"
"5638",2e+05,1,2,2,30035,10008,15011,5010,153,14100,-0.4109931,-0.3610414,2,0,"1"
"5639",50000,2,1,2,0,2000,1800,2500,5500,1801,0.05223233,-0.251768,3,0,"1"
"5640",130000,1,2,2,3087,3059,3080,4355,3323,3192,1.654299,-0.3693312,0,0,"2"
"5641",210000,1,2,2,1995,21067,14492,17680,2407,497,-0.7656006,0.1057351,-2,0,"2"
"5642",130000,2,2,2,1676,1682,1430,1318,1331,1525,0.0717502,-0.2266261,0,0,"2"
"5643",80000,2,2,2,3000,2500,3000,2500,3000,0,0.9776212,-0.3119045,9,0,"2"
"5644",360000,2,2,1,0,0,0,0,0,780,-1.574601,0.07118446,-10,0,"3"
"5645",5e+05,1,1,1,1054,177080,4425,5666,4825,100225,2.67345,-2.383827,2,0,"2"
"5646",60000,2,2,1,390,390,390,540,390,390,-1.642747,-0.0463658,-6,1,"3"
"5647",160000,2,2,2,1216,1000,32,905,0,0,-1.549042,0.04280887,-2,0,"1"
"5648",50000,2,2,2,2617,2463,350,311,313,324,-0.6349793,0.5733016,2,1,"1"
"5649",50000,1,3,1,1346,2664,1261,782,606,583,-0.9454943,-0.08289241,2,0,"2"
"5650",360000,1,1,2,12009,9530,2116,9291,18718,19333,3.116783,3.514081,-1,0,"2"
"5651",30000,2,2,2,0,0,239,0,500,0,-1.652398,-0.05071384,0,0,"2"
"5652",20000,2,2,2,0,4294,0,0,150,0,-1.5905,-0.06443391,2,0,"1"
"5653",360000,2,1,1,1174,1100,396,1266,9,7643,-1.026057,0.399661,-1,1,"2"
"5654",50000,2,1,2,2000,2000,500,2000,2000,1000,-1.438932,-0.05636197,0,0,"1"
"5655",460000,2,1,1,21958,4052,23862,13036,11167,45034,-1.137191,-0.1062042,-12,0,"2"
"5656",20000,1,2,2,0,2480,0,1000,1035,1000,-0.9043361,-0.1080459,5,0,"1"
"5657",330000,1,2,1,416,125755,5000,6000,6000,10000,1.829722,-2.328586,-1,0,"2"
"5658",2e+05,2,3,1,0,1000,34614,749,0,0,-1.414756,-0.1717223,-5,0,"1"
"5659",50000,2,2,1,1101,1500,39,1280,0,0,-0.169201,0.3460196,8,1,"2"
"5660",50000,2,2,1,2003,7000,2900,2500,400,0,-1.518337,0.004094142,0,0,"1"
"5661",50000,1,2,2,3000,0,3000,0,2000,1000,-1.644523,-0.04971328,-4,0,"1"
"5662",270000,2,2,1,11921,329,20218,3699,3204,13193,-1.36585,-0.07003626,-3,0,"2"
"5663",2e+05,2,2,1,5846,200,15845,0,0,0,-1.378526,-0.1309827,-4,0,"2"
"5664",3e+05,2,2,2,5017,3200,3500,3000,3000,74000,2.369229,1.016592,0,0,"1"
"5665",50000,2,1,2,0,0,0,350,351,4076,-1.653863,-0.04966663,-7,0,"1"
"5666",250000,2,3,1,8000,7400,9700,5100,4500,4012,5.649633,1.3597,0,1,"3"
"5667",4e+05,1,1,2,9150,0,0,0,91057,1e+05,1.305679,2.067597,-5,0,"2"
"5668",360000,2,1,2,20006,25006,20200,40000,0,0,1.392555,0.7367395,0,0,"1"
"5669",120000,2,2,1,6500,6100,4603,4774,9000,0,3.006064,-0.3567043,0,1,"1"
"5670",50000,2,2,1,1341,1353,774,953,805,832,-0.8484172,-0.1456333,2,1,"3"
"5671",340000,2,2,1,0,0,0,0,0,0,-1.658659,-0.04421953,-12,0,"2"
"5672",180000,1,2,2,3977,6516,1611,3000,7080,1132,1.359607,0.4408545,0,0,"1"
"5673",50000,2,1,2,53267,1835,3039,0,7000,9300,-0.4806998,-0.1386485,0,0,"1"
"5674",150000,1,2,2,4000,3700,3700,3756,3800,3500,2.352744,-0.2525643,-1,0,"2"
"5675",1e+05,2,2,1,3500,0,7000,0,3600,4000,1.995604,-0.2976448,10,1,"2"
"5676",2e+05,2,2,2,1732,828,0,497,1809,0,-1.627531,-0.0500627,-4,0,"1"
"5677",160000,1,2,2,0,0,0,0,0,0,-1.611251,0.02086832,-8,0,"2"
"5678",50000,1,3,1,2489,1384,841,1013,819,15154,-0.3906051,-0.02561555,0,0,"3"
"5679",150000,2,2,1,2000,1800,1800,1800,2000,1800,-0.01166517,-0.2296321,0,0,"2"
"5680",50000,2,3,1,0,0,0,0,0,0,-1.658659,-0.04421953,-12,0,"3"
"5681",220000,2,2,2,4000,5500,3775,4100,5000,4500,2.576236,-0.227283,0,0,"2"
"5682",30000,2,2,1,2762,0,910,1000,0,1200,-1.117667,-0.1144896,12,1,"1"
"5683",30000,2,2,1,1700,1600,700,1401,0,600,-0.9093592,0.03934401,4,1,"1"
"5684",50000,2,3,2,1321,1278,638,654,659,557,-0.9576707,-0.08498675,0,0,"3"
"5685",160000,2,2,2,4000,0,1200,2000,1300,1291,-0.5545702,-0.1753466,2,0,"2"
"5686",180000,1,1,2,48544,17700,4270,0,19331,0,-1.102926,0.1296963,-12,0,"2"
"5687",190000,1,1,1,6004,5148,5313,3000,40000,0,2.125789,0.7646256,0,0,"2"
"5688",480000,2,1,1,302000,66270,15000,3044,30042,34048,3.571322,1.710064,-1,0,"2"
"5689",270000,2,1,2,20000,5000,5000,1000,386,0,-0.6979165,0.2864502,-1,0,"2"
"5690",2e+05,1,2,2,536,0,495,0,0,546,-1.651266,-0.04126762,-12,0,"2"
"5691",80000,1,1,2,259,7544,0,390,332,780,-1.598967,-0.02727356,-5,1,"2"
"5692",410000,1,2,1,10534,29750,3483,10470,2636,122005,-1.294573,0.009046298,-10,0,"2"
"5693",50000,2,1,2,0,1760,0,0,1910,0,-1.585276,-0.03414333,0,1,"1"
"5694",50000,2,3,2,1064,1073,312,166,168,174,-1.502888,-0.08316296,0,0,"2"
"5695",210000,1,1,1,0,650,3446,0,0,0,-1.626032,-0.04766375,-10,1,"2"
"5696",20000,1,1,2,1600,1700,1000,1000,556,193,-0.9613201,-0.1363355,0,0,"1"
"5697",150000,2,1,2,5500,5300,3853,4000,4000,3952,2.479111,-0.2806032,0,0,"1"
"5698",130000,2,1,2,0,6000,2750,3641,1735,7290,-1.538103,-0.04650223,-1,1,"1"
"5699",2e+05,2,1,2,3311,3400,3400,3512,3586,3148,2.120222,-0.1785958,0,0,"1"
"5700",110000,2,2,2,5023,3900,2600,5000,3000,3000,1.568553,0.2265339,0,0,"1"
"5701",180000,2,1,1,0,0,0,0,0,0,-1.643288,-0.02311599,-10,1,"1"
"5702",3e+05,2,1,1,3939,11082,115184,19800,0,2356,-0.1598176,-0.9441206,-4,0,"2"
"5703",360000,1,1,2,185,0,617,0,0,0,-1.648991,-0.04937192,-4,0,"2"
"5704",380000,2,2,1,745,1180,578,578,0,580,-1.618276,-0.01419096,-12,0,"1"
"5705",360000,2,1,2,0,0,0,0,629,2475,-1.638275,-0.0275031,-9,1,"1"
"5706",80000,1,1,2,9467,0,3967,9455,5000,2900,-1.437489,-0.0322279,-12,1,"1"
"5707",350000,2,1,3,6046,157181,19751,27070,55613,11811,1.038155,0.9887892,-6,0,"3"
"5708",20000,2,5,1,1674,2200,0,686,705,4176,-0.9000494,-0.04309325,2,0,"1"
"5709",320000,2,1,2,10000,10000,5000,6000,5000,5000,4.195458,1.852144,0,0,"2"
"5710",90000,1,3,1,2500,1000,1000,500,0,31000,-0.531389,1.179949,-2,0,"4"
"5711",40000,2,1,2,14163,20000,3000,3000,31749,0,-0.5557085,-0.2461803,-3,1,"1"
"5712",50000,2,2,1,2005,5000,610,631,634,3000,-0.3568549,0.3094765,-1,0,"2"
"5713",210000,2,1,2,114482,20176,6793,20112,29676,47642,-0.01476521,0.3082984,-3,0,"1"
"5714",30000,2,2,2,87,2002,3200,0,3926,0,-0.5773694,-0.1215887,9,0,"1"
"5715",310000,2,1,2,113,200,0,6960,6008,0,-1.568525,-0.1435954,-5,1,"1"
"5716",280000,2,2,2,1198,494,698,1233,5080,17095,-1.591448,-0.0773272,-12,0,"2"
"5717",280000,2,1,1,3000,3007,5000,2000,1700,2000,1.093708,0.3846267,0,0,"2"
"5718",260000,2,1,2,493,493,1134,1072,2,3103,-1.618209,-0.05456385,0,0,"2"
"5719",90000,1,2,1,79786,2836,3657,2972,6228,0,0.95973,-0.9914516,-2,0,"2"
"5720",280000,1,1,1,6231,0,0,0,0,0,-1.557661,0.08752153,-12,0,"3"
"5721",360000,2,3,2,0,0,0,0,0,0,-1.629913,-0.008734399,-3,0,"2"
