"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","Bill_pca1","Bill_pca2","sumpay","default.payment.next.month"
"3048",250000,2,1,2,26,0,0,0,2546,0,0,-1.59967512205747,-0.00541879301647501,-8,0
"3049",480000,2,1,1,38,15000,16000,12008,11000,11000,11000,11.1008438457646,0.587397097740726,0,0
"3050",210000,1,2,2,37,3037,1200,0,1089,1201,1031,-1.59226187410294,-0.0276762885687176,-2,0
"3051",160000,1,2,2,26,8026,7804,7730,67296,1340,1280,-0.577969125739473,-0.341130708345233,-1,0
"3052",390000,1,5,2,29,0,14414,14411,76000,15000,13000,12.0583215525546,0.468525930290376,3,0
"3053",280000,1,1,1,44,360,360,360,317,6252,8,-1.65744388520858,-0.0711391881487281,-8,0
"3054",50000,1,2,1,33,390,0,780,0,0,0,-1.64893355986611,-0.0414866399662967,-12,0
"3055",350000,1,1,1,60,1150,4576,0,0,1206,0,-1.61559361076269,-0.0371530445626789,-5,1
"3056",230000,2,1,2,40,0,0,0,0,0,0,-1.6566416254436,-0.0414498335096174,-12,0
"3057",2e+05,1,3,0,36,89187,14178,41359,9140,0,0,-0.712209817147393,0.353682016434026,-12,0
"3058",30000,1,2,2,47,1600,1500,1500,1500,2000,2301,-0.529928550148218,-0.128102108424137,0,0
"3059",50000,1,2,1,37,22530,6640,5410,9570,1500,0,-1.346212421999,0.0527044920420908,-6,0
"3060",180000,1,1,2,26,1573,3007,4394,200,200,200,-1.26654383439896,0.315569349210034,-3,0
"3061",150000,2,3,1,45,5457,5661,4636,4800,4850,5000,3.60205398281883,-0.242123831355159,0,1
"3062",70000,1,1,2,27,2100,2000,1200,2590,0,1000,-0.351169951493489,0.0402344802633969,2,0
"3063",150000,1,2,2,26,1158,1181,1500,836,1200,2000,-1.21165709153873,-0.130823852028909,0,0
"3064",50000,1,3,2,25,2000,0,2000,6000,300,3000,0.0927158890820882,-0.244852049758596,7,0
"3065",430000,2,2,1,42,3243,3200,3185,3500,3500,3420,1.81622316835308,-0.34216966309105,0,0
"3066",70000,1,1,2,25,1100,0,624,0,500,1000,-1.48672522895509,-0.0694306690412247,7,1
"3067",20000,1,3,2,36,832,0,832,1486,0,1248,-1.63785615132552,-0.052266919619194,-4,0
"3068",310000,2,1,1,33,894,0,0,0,0,0,-1.65274493291689,-0.0375233603268855,-12,1
"3069",160000,2,2,1,23,10008,20014,1894,6425,2204,62529,0.595023798804863,0.548746641724552,0,0
"3070",30000,1,3,2,38,0,2000,1000,1500,1052,591,-0.552519601837367,-0.106435516860503,3,0
"3071",480000,2,3,1,39,73428,20496,34,23682,29,10565,-0.134864898542761,0.635155986437483,-7,0
"3072",180000,2,1,2,28,6700,10605,0,4751,1754,0,1.89636818905578,0.153605177052417,2,1
"3073",210000,1,2,1,40,15266,2500,1200,3000,1077,2104,-1.25295156312249,-0.0866615794936218,-2,0
"3074",360000,1,1,2,30,313,313,313,252,1,95971,-1.64974173987459,-0.0414898625408544,-6,1
"3075",180000,1,3,2,31,0,1800,1230,1200,1350,2310,-0.312215388903229,-0.104977529337882,4,0
"3076",2e+05,2,1,2,29,0,5000,1000,0,2000,0,-1.09698160318983,-0.0631892506039397,7,0
"3077",50000,1,3,2,22,2150,956,20,1000,1000,1000,-1.07902934231347,0.576913169563852,-1,1
"3078",240000,1,2,1,48,783,0,0,3853,29252,16747,-1.4045212186188,-0.284457580807692,-6,1
"3079",180000,2,1,2,29,1745,1200,1531,3500,0,0,-1.11596608549184,0.298320793083354,0,0
"3080",80000,2,3,1,33,107,1000,1338,0,0,1080,-1.6404383034615,-0.0434494402901724,-6,0
"3081",50000,2,3,1,32,3000,4000,1000,1000,2000,1000,-0.488816635849491,0.322269764685779,0,0
"3082",280000,2,2,1,36,5005,7066,10000,5000,1823,4225,1.46172875375348,0.527107437396211,0,0
"3083",70000,2,1,2,29,3000,3000,7000,10000,15000,1000,0.00710366714654993,-0.225871260799904,0,0
"3084",4e+05,1,1,2,36,11219,0,377,0,0,1759,-1.55547511379682,0.0748744856876134,-7,0
"3085",210000,2,3,1,45,430,430,430,430,430,10798,-1.64226180266622,-0.0454211006164478,-6,0
"3086",80000,1,3,2,33,2068,2081,2113,5000,2264,2342,0.598158961215416,-0.311555860132916,0,0
"3087",30000,2,2,2,24,0,0,0,0,0,0,-1.64721909665088,-0.0450578348456027,32,0
"3088",310000,1,2,2,29,0,0,20334,0,21573,0,-1.23493850559877,-0.428369724846663,6,0
"3089",360000,2,3,2,27,0,0,0,0,0,0,-1.65865900584623,-0.0442195292205755,-9,0
"3090",2e+05,1,2,2,28,20044,10198,15083,15450,11593,18784,-0.822621499737885,0.155810427940784,-3,0
"3091",50000,1,2,1,33,1823,1500,1000,1000,1000,1000,-0.506502496786341,0.343541775354264,0,0
"3092",320000,2,2,1,41,5000,2000,2000,3000,3000,1500,-0.0977334146576221,0.0927672150168626,0,0
"3093",60000,1,2,2,27,3300,3900,1500,0,1074,1200,-0.587174447376463,-0.198387898532152,4,0
"3094",230000,2,1,2,30,10000,8500,8500,8500,32000,200,7.16757351555905,-1.12975688773646,12,0
"3095",150000,2,1,1,44,1367,0,0,0,0,0,-1.64027343548479,-0.0211541066431579,-9,1
"3096",360000,2,1,1,39,853,165,300,0,1790,0,-1.6374089958267,-0.053349742483558,-6,0
"3097",50000,1,1,2,34,10000,10000,1500,3000,2803,5000,-0.909386977930544,0.0501248648743129,0,0
"3098",280000,2,1,1,37,6691,85,11045,21012,29460,10284,-1.15283208290075,-0.400701502782629,-6,0
"3099",50000,2,3,1,50,1743,1021,200,200,100,0,-0.964139787238597,0.406521165107087,0,0
"3100",5e+05,1,1,1,32,12992,2009,5000,5000,2000,7000,-0.85317818262694,-0.166204648873248,0,0
"3101",4e+05,2,3,1,41,2620,1000,0,13945,7116,1280,-1.05591389202395,-0.135674883666051,0,1
"3102",280000,1,2,2,28,1782,1857,0,1609,3,1077,-1.61580936542789,-0.0261313406294094,-12,0
"3103",360000,2,2,2,41,50000,1e+05,0,0,0,0,3.56469674098119,2.4062965397474,0,0
"3104",260000,2,1,2,29,18000,16666,16666,16666,0,17000,-1.14876612402391,0.0498058404811395,-3,1
"3105",330000,1,1,1,42,10000,5449,5000,2000,2000,5000,1.80434790082003,2.09840566669396,0,0
"3106",350000,2,2,1,33,152000,6000,5000,4000,4017,5000,2.87136814189218,-1.4827747992262,-5,0
"3107",5e+05,2,2,1,39,18795,22398,39041,4233,397,28337,-0.912034734623049,0.233631681192415,-6,0
"3108",440000,2,1,1,35,10000,5000,5000,7126,10000,10000,2.96888428707846,-0.0653899119052868,0,0
"3109",260000,1,2,2,28,10500,9150,7500,8000,7500,7100,6.56193969438478,-0.123373229852937,0,0
"3110",5e+05,1,3,1,48,1192,32382,2011,0,72198,10000,-0.26545968515998,-0.374607986363631,1,0
"3111",1e+05,1,2,1,35,4000,3000,3004,2278,15000,3000,1.23870591418026,-0.073193754138274,0,0
"3112",70000,1,3,1,47,2730,2490,1000,5746,2000,143,-0.0535930639321302,0.562152212874001,0,0
"3113",440000,1,1,2,43,2400,3000,2000,5000,4000,4000,0.358576251621812,-0.201005504156368,0,0
"3114",220000,2,1,1,44,7611,7484,7109,6969,6661,6426,6.24034258761186,-0.432048145809241,-1,0
"3115",160000,2,1,1,32,3248,3421,2750,2750,5224,2313,-1.52759389396264,-0.0651760809247057,-6,0
"3116",2e+05,1,2,1,46,0,4486,10000,0,4696,4696,-1.42253826313574,-0.049156299360657,0,0
"3117",30000,2,2,2,25,5000,1518,529,535,750,347,-0.721214641219851,-0.0332951169846413,0,0
"3118",110000,2,1,2,27,4251,4218,4167,4238,4181,4246,2.61891396809895,-0.345993895995281,0,0
"3119",60000,2,2,1,43,2880,2473,1322,1366,1554,1369,0.148581142597828,0.180174899689387,0,0
"3120",260000,1,1,2,28,11515,13419,22209,54807,62534,37935,-0.119193066333011,-0.345761401607418,-6,0
"3121",110000,1,2,1,36,3940,3256,2696,2780,2900,3000,1.77904452452581,0.204305063369992,0,0
"3122",260000,1,3,1,44,7100,135546,4500,4590,4501,4795,5.83978738734416,1.41871806051103,0,0
"3123",280000,2,1,2,32,6400,6100,5600,5805,7007,5400,4.40924826411792,-0.583368130276367,0,0
"3124",210000,1,1,2,30,1032,2234,0,932,1014,1000,-1.62166493449387,-0.0515368967830661,-5,0
"3125",80000,2,2,1,37,33115,1568,1246,1291,1324,728,-0.493211804403157,-0.395147123833473,-1,0
"3126",2e+05,2,1,2,37,2050,15000,6003,845,290,12715,0.0158488981690308,0.562018314812774,0,0
"3127",1e+05,2,2,2,33,0,3000,2000,2000,2000,2000,1.21740315646322,-0.310108222456877,4,0
"3128",210000,1,2,1,42,9540,9856,9905,8540,8785,3080,-1.30358069357126,-0.0593517986091517,-6,0
"3129",140000,2,2,2,35,0,7000,3923,4000,4100,4788,3.1890113425805,0.169865663823088,3,0
"3130",180000,1,1,2,29,3500,4000,8600,4000,0,8100,2.21319366469594,-0.519649717585356,4,0
"3131",240000,2,2,2,34,10066,7255,3035,3030,3018,2012,1.77483175468108,0.534310994807727,0,0
"3132",150000,2,1,2,24,1733,49200,1000,0,50000,0,-0.641252740128581,-0.4945964617075,-4,0
"3133",80000,1,2,1,54,5030,2698,2172,376,40619,25311,1.27815124767787,0.890377922356756,-1,1
"3134",210000,2,2,1,37,32513,9,8,8444,3118,0,-1.20367580716683,0.263139929579835,-8,1
"3135",180000,2,1,2,28,7000,7000,7000,5000,326,7276,-1.07921964873174,0.0675592108364988,-1,0
"3136",1e+05,2,1,2,26,4900,5000,4000,3800,3710,4100,2.11684630258803,-0.325743549207815,0,0
"3137",20000,1,1,2,28,2700,4150,1500,577,8000,300,-1.00633541928717,-0.0860347954020472,0,0
"3138",140000,1,2,2,34,5000,2200,2300,2300,2100,2000,1.36299258350938,0.72228728566559,0,0
"3139",2e+05,1,3,2,40,1799,390,390,418,1604,0,-1.62696507600948,-0.0466708628296647,-12,0
"3140",80000,1,2,2,25,2000,2000,2000,2000,2000,2000,0.221612659876615,0.103402990521677,0,0
"3141",20000,2,2,2,49,0,3000,0,1000,3000,2000,-0.952545365076315,-0.0895490865705692,7,1
"3142",80000,2,2,2,24,0,0,0,0,0,400,-1.65865900584623,-0.0442195292205755,-12,0
"3143",170000,2,1,1,41,80000,4742,2022,2076,1776,10433,2.04518186727527,1.40911676579632,0,0
"3144",70000,2,2,1,41,2000,0,4200,2200,2200,2200,0.349996440309874,-0.267682623247406,12,1
"3145",90000,2,3,1,40,7385,7608,1720,45000,15000,1543,-1.22521793522129,-0.275936097496248,-6,0
"3146",30000,1,2,2,30,1391,1403,886,917,922,955,-0.730450054916662,-0.15584301689858,0,0
"3147",50000,1,1,2,25,14439,566,5243,0,0,1380,-1.52121624971818,0.0509073900702459,-7,0
"3148",50000,2,2,2,21,1499,780,797,1166,0,0,-1.62941805125184,-0.040872675221858,-6,1
"3149",260000,2,1,2,39,10000,10000,8000,10000,10000,20000,6.45236901728919,-0.484788098623478,0,0
"3150",360000,2,1,1,33,17607,41285,8882,17348,29216,4043,-0.641347531878642,0.141670851958491,-6,0
"3151",5e+05,2,3,2,52,0,0,0,0,0,0,-1.65865900584623,-0.0442195292205755,-12,1
"3152",160000,1,3,1,46,0,6322,2275,2343,3069,77005,2.377269280325,1.60759443469759,4,0
"3153",460000,2,1,2,39,6000,20000,90000,9000,10000,10000,3.85418542024198,-1.9704590438679,0,0
"3154",20000,2,2,2,26,1800,1500,500,500,0,0,-1.0765635471895,0.0958080811880529,2,1
"3155",360000,1,2,2,25,1647,5,2,1705,792,0,-1.61936646454777,-0.0507338404868251,0,0
"3156",3e+05,2,1,1,38,228,0,0,888,0,0,-1.65166640773392,-0.0349822779448664,-9,0
"3157",70000,2,2,1,28,1800,600,2000,0,1500,1500,-0.471744273651236,-0.154802327642011,10,1
"3158",50000,2,1,2,26,30040,2037,592,5003,5012,2023,-0.683714552786821,0.183418715047224,0,0
"3159",150000,2,3,1,51,5001,4000,6006,5000,5008,0,3.03280547301177,-0.617516031110518,0,0
"3160",390000,1,2,1,42,1733,2492,2637,992,4667,277,-1.56817472504721,-0.0715129762625222,-6,0
"3161",280000,1,1,2,37,9352,8077,7171,8014,6235,4445,6.36178934683981,0.437805276617109,0,0
"3162",50000,2,3,1,28,1000,4207,694,238,0,0,-1.5825742102544,0.0143100531765729,-4,0
"3163",280000,2,1,2,38,0,3898,1460,18901,0,0,-1.49386773786006,-0.174200874669804,-5,1
"3164",50000,2,2,1,41,0,0,0,0,0,0,-1.65865900584623,-0.0442195292205755,-9,0
"3165",50000,1,1,2,32,1255,2000,0,2000,1000,500,-1.35994535362176,-0.0442595485550108,2,0
"3166",150000,2,1,2,28,0,0,0,0,0,0,-1.65865900584623,-0.0442195292205755,-12,0
"3167",120000,2,1,2,31,1730,2459,0,2655,0,0,-1.60027107260507,-0.0542630292251171,-3,1
"3168",360000,2,2,3,37,1052,1002,328,0,770,11309,-1.51711256961965,0.0960862211502584,-3,0
"3169",20000,1,2,2,33,1272,19288,681,917,1000,889,-1.10042050902645,-0.349623418221891,-1,0
"3170",50000,2,3,1,46,2000,1018,0,0,0,0,-0.801851770642166,0.753739336783208,-4,0
"3171",20000,2,1,2,23,0,2000,0,1500,1300,0,-1.21078472281728,-0.117765347727332,7,1
"3172",90000,1,2,1,35,4000,5000,3100,1700,1421,319,0.831194153822641,0.627824846839058,0,1
"3173",230000,1,2,1,35,10000,5000,0,5000,189600,10000,4.82120719491749,-0.195504255188089,-1,0
"3174",20000,1,2,2,22,0,1502,822,2000,0,220,-0.93084714266908,-0.138624582280512,3,0
"3175",1e+05,2,2,2,23,9187,5408,12920,9656,4737,4513,-1.12871327166759,0.224448792816043,-12,0
"3176",270000,1,2,2,26,10000,7500,8000,7409,7869,10035,6.11093032764911,-0.573946612179992,0,0
"3177",160000,1,2,2,28,550,550,550,550,550,550,-1.63297861804863,-0.03929379954089,-6,0
"3178",80000,2,2,2,29,2000,2000,1100,1000,1100,1000,-0.445735469689053,0.103955804709207,0,0
"3179",10000,1,1,2,24,1500,2000,700,1500,0,1000,-1.311974363051,-0.0960881893725172,4,1
"3180",5e+05,2,2,1,27,9983,13587,10000,10000,10000,25304,-1.24798201937864,-0.0541746827143567,-12,0
"3181",90000,2,1,1,43,4367,9,7660,21175,4009,7452,-1.27320349661367,-0.0746139182181875,-3,0
"3182",150000,2,3,1,59,12405,10557,9974,11507,1926,5512,-1.29905870151926,0.0107692175474487,-12,0
"3183",50000,1,3,1,49,1173,0,3000,0,0,780,-1.6132049377178,-0.0339076119736684,-3,0
"3184",260000,1,3,1,48,8812,9158,0,497000,10000,7000,3.16821109617745,1.18739111776144,-1,0
"3185",50000,2,2,2,22,10214,2000,0,423,3861,3665,-1.38266069019581,-0.077754726354036,-3,0
"3186",30000,1,1,2,28,1098,0,0,982,150,0,-1.61008060075118,-0.0400910055918161,3,1
"3187",70000,1,2,2,26,0,4000,0,2000,1700,3000,0.132369477796596,-0.180595937690801,8,0
"3188",360000,1,1,1,52,0,0,0,0,0,0,-1.65865900584623,-0.0442195292205755,-9,1
"3189",430000,2,1,2,39,4576,7642,990,4889,981,317,-1.53464824229727,-0.0393288926333169,-7,0
"3190",50000,2,2,2,23,1100,1181,300,300,300,250,-1.57025607720885,-0.0613964499954568,-1,0
"3191",150000,2,5,2,26,2219,0,0,0,0,0,-1.3657943467146,0.291910848704081,2,0
"3192",70000,2,2,2,23,0,1400,1600,1000,0,1000,-0.950475671529108,-0.135477797109868,7,1
"3193",150000,2,1,2,25,2265,2538,277,200,0,0,-0.983016920127977,0.482116871379305,0,0
"3194",110000,1,3,1,38,2500,2500,1000,1500,3000,500,-1.2633564519602,-0.0334765265156192,0,0
"3195",20000,2,1,2,38,1241,1700,0,0,1000,0,-1.46319353962669,-0.0808555354519463,6,1
"3196",20000,1,3,2,39,1307,1174,2236,500,500,0,-1.25337428007096,-0.136440465093669,4,0
"3197",50000,1,1,2,31,12002,3508,339,1655,679,1600,-1.48369460493397,0.11101351596851,-12,0
"3198",10000,1,1,2,33,1700,4700,2502,1500,3000,0,-1.31524429971903,-0.113332154738732,0,0
"3199",20000,1,2,2,24,4663,0,1000,1000,5000,0,-0.929978938782226,-0.134387274581258,2,0
"3200",180000,1,2,2,34,4600,4207,3500,4000,5000,602,2.16361703416609,0.308149757728487,-9,1
"3201",60000,2,2,1,26,5504,0,2304,2261,4600,2100,0.614157278568904,-0.188467644551029,2,1
"3202",20000,1,1,1,30,2000,0,1855,0,1000,397,-1.31064236704553,-0.11180108013283,9,1
"3203",70000,2,1,2,25,3292,3290,1706,1759,1729,1717,0.565158388089992,0.160132602840397,0,0
"3204",60000,2,2,1,38,1764,1400,5000,5000,885,1721,-0.346530900331248,0.292897287644365,-1,0
"3205",2e+05,1,1,2,28,2686,115916,21722,4076,3196,17660,-0.72344211156395,0.113835911924344,-12,0
"3206",2e+05,1,1,2,34,0,3000,0,0,0,0,-1.6904596440642,-0.0379521365268695,-4,1
"3207",3e+05,2,1,1,37,5734,2018,3138,3187,1597,2394,-1.53962041264006,-0.0251601316423037,-5,0
"3208",390000,1,1,2,34,524,1790,7957,3044,27603,11219,-1.30792483025919,-0.221670180428947,-6,0
"3209",80000,2,2,1,23,2756,1366,1000,1023,1093,700,0.00654744402870727,0.470606600206258,0,0
"3210",1e+05,2,1,2,25,5000,0,6272,4000,2000,0,-1.36381559066432,-0.109922949902332,-4,0
"3211",230000,1,3,2,30,10040,28341,0,6508,187,5000,6.78433144253441,-0.568908360836644,12,0
"3212",40000,2,3,1,49,0,0,0,0,150,159,-1.65763068465918,-0.0454950810737606,-8,0
"3213",180000,2,2,1,25,1900,1864,600,600,711,2576,-0.912515739070522,0.301134040812188,-1,0
"3214",420000,1,2,2,28,1700,2000,1500,1500,2000,1567,-0.69787512337745,-0.177653426147518,0,0
"3215",20000,1,2,1,59,0,1473,240,540,1320,0,-1.61976360697327,-0.0332187433583152,-4,0
"3216",340000,2,2,1,31,5000,5000,3000,2000,2000,3000,-0.187629490581155,-0.199537883111203,-1,0
"3217",20000,2,1,2,25,10000,800,0,3500,0,1000,-1.00519218330489,-0.172305023836001,12,1
"3218",320000,1,3,2,52,5000,5000,5000,5000,5000,5000,-0.272630305467302,-0.255653710007459,0,0
"3219",360000,1,1,1,39,0,0,0,0,0,0,-1.65865900584623,-0.0442195292205755,-12,0
"3220",1e+05,2,1,2,29,3500,3000,5000,6000,10000,0,-0.00297791080960917,-0.452411276968881,0,0
"3221",310000,2,1,2,36,298887,0,0,0,0,199417,0.103113354148847,1.8986813679354,-12,0
"3222",140000,2,2,2,24,3000,1580,1294,1355,5000,5000,-0.232077117493071,-0.195203672410292,0,0
"3223",2e+05,1,2,2,33,0,9000,0,4000,4500,4000,2.20781373100398,-0.415762477874324,7,0
"3224",30000,2,2,2,28,0,0,2779,0,0,0,-1.63021836036578,-0.0407954274597405,-8,1
"3225",130000,2,3,1,25,6359,4505,4530,4798,4600,4655,3.35427264471955,-0.388600835048285,0,0
"3226",20000,2,3,1,44,3000,0,1000,1000,0,0,-1.21392440773267,0.182745056988989,0,0
"3227",120000,2,5,1,57,5000,5007,5000,5000,5000,5000,1.80194591249403,0.304610502549236,0,0
"3228",190000,2,1,2,32,922,3208,15010,4575,7279,0,-1.40624886259689,-0.117771248011643,-12,0
"3229",50000,2,2,1,26,2228,2500,1660,1457,1300,1340,-0.173521232416471,-0.0172029176682385,0,0
"3230",130000,2,5,2,27,4030,4600,4200,5000,5000,21932,2.66228986431549,-0.486112572763073,0,0
"3231",220000,2,2,1,48,2700,1534,1700,3000,3000,3000,-0.411617330650786,-0.244743291014378,0,1
"3232",2e+05,2,2,1,29,3500,2472,1683,1755,1658,3579,0.512382252848701,0.137397435984941,0,0
"3233",50000,2,3,1,59,1503,1352,1073,1077,900,1000,-0.63460525673758,0.0535798325762871,0,0
"3234",30000,2,2,1,26,2074,0,2304,0,2400,0,-0.5215813998341,-0.0981896439335195,12,0
"3235",2e+05,2,2,1,33,0,0,0,0,0,0,-1.65865900584623,-0.0442195292205755,-9,0
"3236",4e+05,2,3,1,50,8037,0,550,0,0,0,-1.57666330822904,0.0485140310694308,-4,1
"3237",120000,2,1,1,41,5000,6000,5000,5000,5000,5000,2.66927623091128,-0.291729016574071,0,0
"3238",60000,2,2,1,38,5000,5000,5000,5000,5000,15000,-0.12156087590665,0.0978026781301234,0,0
"3239",150000,2,1,2,25,13879,4000,0,0,1310,0,-1.36823861249986,0.0068601705597466,-3,0
"3240",240000,2,2,1,44,1411,1200,0,1479,0,0,-1.5015342482986,0.0558123230577033,3,0
"3241",130000,1,2,2,29,0,0,0,0,0,0,-1.63851882482672,-0.0165687337061765,-10,0
"3242",2e+05,1,3,1,40,4000,8300,4000,4000,8300,0,2.16197673710663,-0.548031500155419,8,1
"3243",240000,2,2,1,56,0,0,0,0,0,0,-1.64464941971691,-0.0249855312278106,-4,1
"3244",30000,2,1,2,22,1939,1500,8213,1000,2000,3200,-0.838010430461824,-0.285937378320907,0,1
"3245",50000,2,2,1,26,2126,2104,990,1200,1654,897,-0.309576486278328,0.131691874809383,0,0
"3246",30000,1,2,2,26,1269,3286,2881,1,632,1,-0.983440553871023,-0.179051176515714,6,0
"3247",310000,1,1,1,33,0,0,0,0,0,0,-1.65865900584623,-0.0442195292205755,-12,0
"3248",120000,2,2,2,28,5300,3600,0,3400,3500,4494,2.69301315555792,-0.390935788942479,8,1
"3249",290000,2,2,1,34,1292,1303,665,692,1300,636,-0.961247970536019,-0.138772543273649,0,0
"3250",50000,1,2,2,45,2350,2421,298,468,1649,1500,-0.691153099197008,0.605686072573439,0,0
"3251",130000,2,1,2,27,40000,3400,3000,3052,3190,3300,1.52786504277862,-0.101504771323634,0,0
"3252",50000,1,5,1,30,2900,1035,500,508,410,0,-0.90173209766798,0.534793149264606,0,0
"3253",210000,2,2,1,33,1120,0,0,580,500,0,-1.64423377963385,-0.0447169302317137,-7,0
"3254",50000,1,3,1,47,0,0,0,0,1473,1473,-1.53888704827203,-0.00236195200820059,5,1
"3255",10000,2,2,2,40,1123,1103,243,296,280,16,-1.39733828038121,-0.0678951280286785,0,0
"3256",10000,1,3,2,22,1200,1128,286,1000,955,0,-1.36061002118973,-0.110814796216295,0,0
"3257",80000,2,2,2,24,6400,0,6300,0,0,5000,1.37384703455791,-0.316001256682719,14,1
"3258",360000,1,2,1,65,0,0,0,0,0,0,-1.65865900584623,-0.0442195292205755,-9,1
"3259",530000,1,1,2,32,24120,15791,12808,8090,34110,90231,-0.862172853637488,-0.228963559717816,-5,0
"3260",20000,1,2,2,46,2000,1500,607,1360,1300,20538,-1.06216425861346,0.102585453153891,0,0
"3261",170000,1,2,1,42,5300,5100,5000,4700,5000,4800,3.37762613213858,-0.453275056738477,0,0
"3262",220000,2,2,1,33,4991,0,20000,350,0,16115,-1.4215844938092,0.03972475057802,-3,0
"3263",180000,1,3,1,40,991,1316,0,1657,325,325,-1.6233000960281,-0.0429235503225657,-5,0
"3264",440000,2,1,1,37,13333,1383,0,3150,13000,5500,-1.44367606670926,-0.0400911589621685,-6,0
"3265",20000,1,2,1,62,1462,1367,682,627,0,0,-1.11787286011053,0.104364001846003,2,1
"3266",4e+05,2,2,2,39,0,0,0,0,0,0,-1.65865900584623,-0.0442195292205755,-9,1
"3267",130000,1,2,2,27,1092,0,0,0,0,0,-1.16785241815587,0.564897163021819,-6,0
"3268",420000,1,1,2,29,5479,5502,4193,5006,4503,4003,3.64330580035955,0.39169126212505,0,0
"3269",80000,2,2,1,34,4000,2333,3032,28298,2000,2000,0.342770081224261,0.690267116695993,-1,0
"3270",20000,2,2,1,45,2500,3000,1000,0,0,0,-1.07691948390962,0.333776386225382,-2,0
"3271",320000,2,2,2,29,0,3500,15100,11,3129,11,2.11042892033716,-0.533353929637577,8,1
"3272",160000,1,1,1,40,5002,5000,14400,10000,4000,0,-0.735379896649252,0.0562991396519391,0,0
"3273",50000,2,2,2,23,4987,1661,2000,3000,0,3213,-0.0918182046123214,0.135179960563302,2,0
"3274",50000,1,2,2,35,2000,2000,2000,1277,3294,0,-1.37397604517803,0.0952340350970453,-2,0
"3275",70000,2,2,1,43,3352,3400,2900,2900,2900,2558,1.06518127256816,-0.239464465224503,0,0
"3276",20000,1,3,2,59,0,2300,0,0,0,2821,-1.04570094370357,0.0513576597562722,14,1
"3277",160000,2,2,2,24,6800,6500,6000,6200,6200,6000,4.43818307961647,-0.510793590577627,0,0
"3278",130000,2,1,2,33,0,0,0,0,0,0,-1.65865900584623,-0.0442195292205755,-9,1
"3279",20000,2,1,2,23,4000,1,651,0,655,653,-0.931281675462856,-0.0968806164142298,7,0
"3280",170000,2,2,1,48,66513,108323,13608,112876,3998,1118,0.390921481931769,-0.138488561439231,-8,0
"3281",3e+05,2,1,2,39,0,236,800,227,0,0,-1.64640706001055,-0.04245436282486,-6,0
"3282",160000,2,1,2,31,4411,504,0,0,0,0,-1.62022748121851,-0.00160645896847719,-8,0
"3283",110000,2,3,1,52,0,1000,0,0,0,0,-1.65253595440705,-0.0420677808371997,-7,0
"3284",230000,2,1,2,27,3340,3401,3420,3797,3476,2818,1.98948764604012,-0.408634700044506,0,0
"3285",60000,2,2,2,21,1859,1410,910,939,1000,1000,-0.552162059706192,0.0400561961356545,0,0
"3286",280000,1,1,1,35,101585,90762,50119,282,50436,54184,5.14338022168793,0.163627604560902,2,0
"3287",180000,2,1,2,47,0,1257,0,0,679,421,-1.64641319092,-0.0473868543615988,-6,0
"3288",30000,2,1,1,30,1300,1500,0,0,2200,0,-1.14610764283671,-0.104822951754214,13,1
"3289",50000,2,2,2,28,5000,2000,5000,6560,10000,13694,-0.538529057829199,0.261488161947854,0,0
"3290",270000,2,2,1,41,0,832,0,566,416,416,-1.63687675374569,-0.0423427878515783,-2,0
"3291",80000,2,2,2,24,0,0,0,0,0,0,-1.64551241022247,-0.0261703455041651,-10,1
"3292",120000,1,1,2,31,5000,3000,0,3000,3000,4000,-0.439472460411715,-0.246513257599133,4,1
"3293",120000,1,3,1,53,291,0,582,291,0,582,-1.64938370489368,-0.0442299305424732,-6,0
"3294",30000,1,1,2,23,1507,5538,1030,1500,1500,1500,-0.535283380200194,-0.140837550833096,0,0
"3295",380000,1,1,2,36,8000,5000,2500,5000,4000,4000,0.717997732526394,0.0231978402177267,0,0
"3296",80000,2,2,1,37,3100,0,2000,3000,0,75003,0.749845187101487,0.517929352769322,6,1
"3297",20000,2,2,2,26,1456,1005,160,98,0,0,-1.2411477449137,0.19440090414259,0,0
"3298",160000,1,3,1,34,2000,2000,1000,1000,0,2000,-1.43962533693855,-0.108236509786534,1,0
"3299",230000,2,2,2,26,0,600,0,0,0,686,-1.60117543776171,0.0155993233970164,6,1
"3300",370000,1,2,2,39,14005,12004,12362,12006,9555,11005,10.7129684873967,-0.376127238532702,2,1
"3301",30000,2,3,1,41,0,2000,2200,0,1100,1100,-0.556967910751566,-0.106119573897705,5,0
"3302",20000,2,2,2,24,1319,1291,656,679,784,376,-0.920047515246529,-0.0831931391082878,0,0
"3303",20000,1,2,2,23,0,780,0,1000,1600,1000,-0.99873441937886,-0.0987679586917453,8,1
"3304",470000,1,2,1,52,5000,5000,5000,5000,5000,5000,1.79428069997405,-0.444139879485662,0,0
"3305",220000,2,2,2,29,3000,3000,6000,5000,1136,10000,-0.535826337416875,0.0269270318885175,0,1
"3306",80000,1,3,2,32,2569,2000,2000,1770,2002,2008,0.511755388222077,0.158799385789816,0,0
"3307",180000,2,2,1,33,0,0,0,653,0,0,-1.6541292457607,-0.048818707292771,-12,0
